,age,answer,count,total,value
782,Je préfère ne pas répondre,INTELLIGENT,1,167,0.005988023952095809
783,Je préfère ne pas répondre,EXTRAORDINAIRE,1,167,0.005988023952095809
784,Je préfère ne pas répondre,PRAGMATIQUE,1,167,0.005988023952095809
785,Je préfère ne pas répondre,FIABILITÉ,1,167,0.005988023952095809
786,Je préfère ne pas répondre,PRAGMATIQUE.,1,167,0.005988023952095809
787,Je préfère ne pas répondre,LAIQUE,1,167,0.005988023952095809
788,Je préfère ne pas répondre,FRANCOPHILE,1,167,0.005988023952095809
789,Je préfère ne pas répondre,INNOVANT,1,167,0.005988023952095809
790,Je préfère ne pas répondre,VRPDELAFRANCE,1,167,0.005988023952095809
791,Je préfère ne pas répondre,COUILLU,1,167,0.005988023952095809
792,Je préfère ne pas répondre,REPONSABLE,1,167,0.005988023952095809
793,Je préfère ne pas répondre,CLAIRVOYANT,1,167,0.005988023952095809
794,Je préfère ne pas répondre,HORS INFLUENCE,1,167,0.005988023952095809
795,Je préfère ne pas répondre,J F POISSON,1,167,0.005988023952095809
796,Je préfère ne pas répondre,SAGE,1,167,0.005988023952095809
797,Je préfère ne pas répondre,DROIT,1,167,0.005988023952095809
798,Je préfère ne pas répondre,PROCHE DES GENS,1,167,0.005988023952095809
799,Je préfère ne pas répondre,CONSCIENT,1,167,0.005988023952095809
