,age,answer,count,total,value
0,16- 20,Non pas du tout,42,3031,0.013856812933
1,16- 20,Non pas vraiment,154,3031,0.0508083140878
2,16- 20,Oui plutôt,991,3031,0.326954800396
3,16- 20,Oui tout à fait,1844,3031,0.608380072583
4,21-25,Non pas du tout,32,3102,0.0103159252095
5,21-25,Non pas vraiment,152,3102,0.0490006447453
6,21-25,Oui plutôt,1125,3102,0.362669245648
7,21-25,Oui tout à fait,1793,3102,0.578014184397
8,26-30,Non pas du tout,28,2730,0.0102564102564
9,26-30,Non pas vraiment,144,2730,0.0527472527473
10,26-30,Oui plutôt,1092,2730,0.4
11,26-30,Oui tout à fait,1466,2730,0.536996336996
12,31-35,Non pas du tout,35,2999,0.0116705568523
13,31-35,Non pas vraiment,159,2999,0.0530176725575
14,31-35,Oui plutôt,1154,2999,0.384794931644
15,31-35,Oui tout à fait,1651,2999,0.550516838946
16,36-40,Non pas du tout,35,3123,0.0112071725905
17,36-40,Non pas vraiment,209,3123,0.0669228306116
18,36-40,Oui plutôt,1276,3123,0.408581492155
19,36-40,Oui tout à fait,1603,3123,0.513288504643
20,41-45,Non pas du tout,36,3402,0.010582010582
21,41-45,Non pas vraiment,215,3402,0.0631981187537
22,41-45,Oui plutôt,1435,3402,0.421810699588
23,41-45,Oui tout à fait,1716,3402,0.504409171076
24,46-50,Non pas du tout,44,3679,0.0119597716771
25,46-50,Non pas vraiment,218,3679,0.0592552324001
26,46-50,Oui plutôt,1553,3679,0.422125577603
27,46-50,Oui tout à fait,1864,3679,0.50665941832
28,51-55,Non pas du tout,48,4545,0.0105610561056
29,51-55,Non pas vraiment,273,4545,0.0600660066007
30,51-55,Oui plutôt,1905,4545,0.419141914191
31,51-55,Oui tout à fait,2319,4545,0.510231023102
32,56-60,Non pas du tout,53,4806,0.0110278818144
33,56-60,Non pas vraiment,270,4806,0.0561797752809
34,56-60,Oui plutôt,2029,4806,0.422180607574
35,56-60,Oui tout à fait,2454,4806,0.510611735331
36,61 -65,Non pas du tout,61,4953,0.0123157682213
37,61 -65,Non pas vraiment,322,4953,0.0650111043812
38,61 -65,Oui plutôt,2184,4953,0.44094488189
39,61 -65,Oui tout à fait,2386,4953,0.481728245508
40,66-70,Non pas du tout,46,3784,0.012156448203
41,66-70,Non pas vraiment,296,3784,0.0782241014799
42,66-70,Oui plutôt,1770,3784,0.467758985201
43,66-70,Oui tout à fait,1672,3784,0.441860465116
44,71-75,Non pas du tout,26,1679,0.0154854079809
45,71-75,Non pas vraiment,134,1679,0.0798094103633
46,71-75,Oui plutôt,810,1679,0.482430017868
47,71-75,Oui tout à fait,709,1679,0.422275163788
48,76-80,Non pas du tout,17,593,0.0286677908938
49,76-80,Non pas vraiment,58,593,0.0978077571669
50,76-80,Oui plutôt,294,593,0.495784148398
51,76-80,Oui tout à fait,224,593,0.377740303541
52,Je préfère ne pas répondre,Non pas du tout,7,172,0.0406976744186
53,Je préfère ne pas répondre,Non pas vraiment,17,172,0.0988372093023
54,Je préfère ne pas répondre,Oui plutôt,67,172,0.389534883721
55,Je préfère ne pas répondre,Oui tout à fait,81,172,0.470930232558
56,Plus de 80 ans,Non pas du tout,11,361,0.0304709141274
57,Plus de 80 ans,Non pas vraiment,40,361,0.1108033241
58,Plus de 80 ans,Oui plutôt,181,361,0.501385041551
59,Plus de 80 ans,Oui tout à fait,129,361,0.357340720222
