,sexe,answer,count,total,value
0,Autre,Consulter les citoyens pour construire son programme,101,125,0.808
1,Autre,Proposer un programme clair et précis prédéfini par lui et son équipe / son parti,24,125,0.192
2,Je préfère ne pas répondre,Consulter les citoyens pour construire son programme,715,918,0.778867102397
3,Je préfère ne pas répondre,Proposer un programme clair et précis prédéfini par lui et son équipe / son parti,203,918,0.221132897603
4,Un homme,Consulter les citoyens pour construire son programme,15330,22659,0.676552363299
5,Un homme,Proposer un programme clair et précis prédéfini par lui et son équipe / son parti,7329,22659,0.323447636701
6,Une femme,Consulter les citoyens pour construire son programme,14330,19256,0.744183631076
7,Une femme,Proposer un programme clair et précis prédéfini par lui et son équipe / son parti,4926,19256,0.255816368924
