,sexe,answer,count,total,value
0,Autre,non,20,125,0.16
1,Autre,oui,105,125,0.84
2,Je préfère ne pas répondre,non,75,918,0.0816993464052
3,Je préfère ne pas répondre,oui,843,918,0.918300653595
4,Un homme,non,2518,22659,0.111125821969
5,Un homme,oui,20141,22659,0.888874178031
6,Une femme,non,1841,19256,0.0956065641878
7,Une femme,oui,17415,19256,0.904393435812
